,address1,address2,MLS Number,sale_price,City,Sub Div,Type,Floor Plan Description,Bdrms,Baths Full,Baths Half,Year Built,Sqft Main,SQFT MAIN SOURCE,Below Grade Finished Sq Ft,Below Grade Finished Sq Ft Source,Lot Size,School District,Fireplace?,Fireplace Description,Basement,Basement Description,Garage/Parking?,Construction,Architecture,Roof,Lot Description,In Floodplain,Inside City Limits,Street Maintenance,Central Air,Heat,Cool,Water,Sewer,zip_code,lot_size
279,16010 Allen Avenue,"Belton, MO 64012",2167678,135000,Belton,Norman Tract,Single Family,Ranch,3,2,0,1970,1200.0,Public Record,0,Owner,20000,Belton,1,"Basement, Living Room",1,"Concrete, Full, Not Finished",1,"Board/Batten, Brick & Frame",Traditional,Composition,,0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64012,0.4591368227731864
280,200 Cherokee Drive,"Belton, MO 64012",2173425,135000,Belton,Lacy Estates,Single Family,Ranch,3,2,0,1957,1032.0,Public Record,0,Plans,9875,Belton,0,,1,"Egress Window, Garage Entrance, Stubbed for Bath",1,Brick & Frame,Traditional,Composition,,0,1,,1,Central Gas,Central Electric,Cistern,City/Public,64012,0.22669880624426078
281,16013 Richmond Avenue,"Belton, MO 64012",2168395,135000,Belton,Martinwood,Single Family,Split Entry,4,3,0,1987,1118.0,Public Record,350,Agent,"16,500",Belton,1,"Family Room, Wood Burning",1,"Concrete, Finished, Full",1,"Frame, Vinyl Siding",Traditional,Composition,"Estate Lot, Treed",0,0,,1,Central Gas,Central Electric,City/Public - Verify,City/Public,64012,0.3787878787878788
282,286 E North Street,"Peculiar, MO 64078",2187570,135000,Peculiar,Peculiar,Single Family,Ranch,3,1,0,1930,1236.0,Appraisal,0,Appraisal,"13,875",Raymore-Peculiar,0,,0,"Cellar, Crawl Space",1,Frame,Traditional,Composition,"City Lot, Level, Treed",0,1,Pub Maint,1,Forced Air Gas,Central Electric,City/Public,City/Public,64078,0.31852617079889806
283,3004 Prairie View Drive,"Harrisonville, MO 64701",2208789,135000,Harrisonville,Prairie View,Single Family,Ranch,2,2,0,2005,1175.0,Public Record,0,Owner,5225,Harrisonville,0,,0,Slab,1,"Brick & Frame, Vinyl Siding",Traditional,Composition,"City Lot, Level",0,0,,1,Forced Air Electric,Central Electric,City/Public,City/Public,64701,0.11994949494949494
284,905 Renee Lynde Drive,"Pleasant Hill, MO 64080",2179926,135000,Pleasant Hill,Glen Rae Manor,Single Family,Ranch,3,1,0,1993,1008.0,Public Record,0,Public Record,8400,Pleasant Hill,0,,1,"Concrete, Full",1,Frame,Traditional,Composition,City Lot,0,0,,1,Natural Gas,Central Electric,City/Public,City/Public,64080,0.1928374655647383
285,710 Ann Avenue,"Harrisonville, MO 64701",2221307,136000,Harrisonville,Parkwood West,Single Family,Raised Ranch,3,1,0,1987,1066.0,Public Record,0,Public Record,"8,844",Harrisonville,0,,1,"Concrete, Full, Not Finished",1,Frame,Traditional,Composition,"City Lot, Level, Treed",0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64701,0.20303030303030303
286,710 Ann Avenue,"Harrisonville, MO 64701",2221307,136000,Harrisonville,Parkwood West,Single Family,Raised Ranch,3,1,0,1987,1066.0,Public Record,0,Public Record,"8,844",Harrisonville,0,,1,"Concrete, Full, Not Finished",1,Frame,Traditional,Composition,"City Lot, Level, Treed",0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64701,0.20303030303030303
287,806 Buckeye Street,"Garden City, MO 64747",2168370,136000,Garden City,Smiths Add,Single Family,Ranch,2,2,0,1996,1030.0,Public Record,450,Public Record,88X140,Sherwood,0,,1,"Concrete, Finished",1,Vinyl Siding,Contemporary,Composition,City Lot,0,1,Pub Maint,1,Heat Pump,Central Electric,City/Public,City/Public,64747,0.2828282828282828
288,416 W Broadway Street,"Peculiar, MO 64078",2170377,136000,Peculiar,Old Peculiar,Single Family,Bungalow,2,1,0,1920,1114.0,Public Record,0,Agent,"10,500",Raymore-Peculiar,0,,1,"Concrete, Full, Inside Entrance",1,"Concrete, Stucco","Traditional, Other",Composition,"City Lot, Corner Lot, Level",0,1,,1,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,64078,0.24104683195592286
289,209 Lexington Road,"Pleasant Hill, MO 64080",2208808,136000,Pleasant Hill,Other,Single Family,Raised Ranch,3,1,0,1965,1032.0,Public Record,0,Other,86X140,Pleasant Hill,0,,1,"Full, Inside Entrance, Walk Out",1,Vinyl Siding,Traditional,Composition,City Lot,0,0,,1,Central Gas,"Attic Fan, Central Electric",City/Public,City/Public,64080,0.2764003673094582
290,500 Benton Street,"Pleasant Hill, MO 64080",2232315,137000,Pleasant Hill,Homland Acres,Single Family,Ranch,3,1,0,1964,936.0,Public Record,0,Public Record,87X108,Pleasant Hill,0,,0,Crawl Space,1,Frame,Traditional,Composition,"City Lot, Corner Lot",0,1,"Pub Maint, Paved",1,Forced Air Gas,"Attic Fan, Central Electric",City/Public,City/Public,64080,0.21570247933884298
291,506 Broadway Street,"East Lynne, MO 64743",2190299,137000,East Lynne,East Lynne,Single Family,Ranch,2,2,0,2019,960.0,Other,0,Builder,104X196,East Lynne,0,,0,,1,Wood Siding,Traditional,Composition,Corner Lot,0,1,Paved,1,Forced Air Gas,Central Electric,City/Public,City/Public,64743,0.4679522497704316
292,1501 Eastwood,"Harrisonville, MO 64701",2201524,137000,Harrisonville,Parkwood,Single Family,Split Entry,3,1,0,1970,1028.0,Public Record,0,Public Record,9600,Harrisonville,0,,1,Full,1,Frame,Traditional,Composition,,0,1,Pub Maint,1,Forced Air Gas,Central Electric,City/Public,City/Public,64701,0.22038567493112948
293,408 Brookside Drive,"Belton, MO 64012",2187922,137250,Belton,Lacy Estates,Single Family,Ranch,3,1,0,1964,1006.0,Public Record,0,Public Record,"10,062",Belton,0,,1,"Concrete, Full",1,Vinyl Siding,Traditional,Composition,"City Limits, City Lot, Treed",0,1,"Pub Maint, Paved",1,Central Gas,Central Electric,City/Public,City/Public,64012,0.23099173553719007
294,104 E Joy Street,"Harrisonville, MO 64701",2226937,137500,Harrisonville,Walkers Sub,Single Family,Ranch,3,1,0,1961,950.0,Public Record,0,Public Record,9120,Harrisonville,0,,0,Crawl Space,1,Vinyl Siding,A-Frame,Composition,"City Limits, City Lot",0,0,,1,Central Gas,Central Electric,City/Public,City/Public,64701,0.209366391184573
295,503 E 3rd Street,"Creighton, MO 64739",2222410,137500,Creighton,Nettletons Addition,Single Family,Ranch,3,2,0,2020,1200.0,Builder,0,Builder,100X196,Sherwood,0,,0,Slab,0,"Frame, Metal Siding",Traditional,Metal,City Lot,0,1,,1,Heat Pump,Central Electric,City/Public,City/Public,64739,0.44995408631772266
296,703 W South Street,"Harrisonville, MO 64701",2205137,137700,Harrisonville,Harveys Add,Single Family,Ranch,4,2,0,1954,1200.0,Public Record,0,Agent,70X150,Harrisonville,0,,0,Crawl Space,0,Board/Batten,Traditional,Composition,Treed,0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64701,0.24104683195592286
297,903 W Washington Street,"Harrisonville, MO 64701",2171077,138000,Harrisonville,Christopher Add,Single Family,2 Stories,3,1,1,1947,1432.0,Public Record,220,Other,58 X176,Harrisonville,0,,1,"Full, Inside Entrance",1,Metal Siding,Cape Cod,Composition,,0,1,Pub Maint,1,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,64701,0.23434343434343435
298,314 Monroe Avenue,"Belton, MO 64012",2191874,138000,Belton,Valley High,Single Family,Split Entry,3,2,1,1990,1250.0,Public Record,575,Public Record,8375,Belton,1,Recreation Room,1,"Finished, Inside Entrance",1,"Board/Batten, Brick Trim",Traditional,Composition,City Lot,0,1,,1,Natural Gas,"Attic Fan, Central Electric",City/Public,City/Public,64012,0.1922635445362718
299,15603 Vicie Avenue,"Belton, MO 64012",2175130,138000,Belton,Dikewood Add,Single Family,Split Entry,3,1,0,1984,954.0,Public Record,0,Public Record,"15,000",Belton,0,,1,"Concrete, Garage Entrance, Stubbed for Bath",1,"Board/Batten, Frame",,Composition,,0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64012,0.3443526170798898
300,16516 Greenwald Drive,"Belton, MO 64012",2196730,138500,Belton,Bel Ray Estates,Single Family,Raised Ranch,3,2,0,1974,1104.0,Public Record,0,Other,78X142,Belton,0,,1,"Concrete, Inside Entrance",1,"Frame, Vinyl Siding",Traditional,Composition,City Limits,0,1,Pub Maint,1,Natural Gas,Central Electric,City/Public,City/Public,64012,0.2542699724517906
301,805 S Lexington Street,"Harrisonville, MO 64701",2176191,139000,Harrisonville,Chiltons Add,Single Family,Ranch,3,2,0,2005,1085.0,Public Record,0,Public Record,16896,Harrisonville,0,,1,Concrete,1,Board/Batten,Traditional,Composition,City Lot,0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64701,0.3878787878787879
302,111 Berry Avenue,"Belton, MO 64012",2199480,139000,Belton,Carnegie,Single Family,Ranch,3,1,0,1990,1100.0,Other,0,Owner,.05 ac,Belton,0,,1,"Concrete, Daylight, Full",0,Frame,Traditional,Composition,"City Limits, City Lot, Corner Lot",0,1,"Pub Maint, Paved",1,Natural Gas,Central Electric,City/Public,City/Public,64012,0.05
303,105 Walker Road,"Pleasant Hill, MO 64080",2172393,139400,Pleasant Hill,Other,Single Family,Raised Ranch,3,1,1,1989,1002.0,Public Record,500,Agent,9603,Pleasant Hill,0,,1,"Finished, Partial",1,Board/Batten,,Composition,Treed,0,1,Pub Maint,1,Forced Air Gas,Central Electric,City/Public,City/Public,64080,0.22045454545454546
304,1002 Oakvale Drive,"Harrisonville, MO 64701",2201905,139500,Harrisonville,Beckerdites,Single Family,Ranch,4,1,0,1962,1290.0,Other,0,Agent,"10,000",Harrisonville,0,,0,"Block, Crawl Space",0,Frame,Contemporary,Composition,"City Lot, Level, Treed",0,1,"Pub Maint, Paved",1,"Baseboard, Central Gas",Central Electric,City/Public - Verify,City/Public,64701,0.2295684113865932
305,1708 Ann Avenue,"Harrisonville, MO 64701",2200068,139500,Harrisonville,Parkwood East,Single Family,Split Entry,3,2,0,1985,1082.0,Public Record,541,Owner,70X159,Harrisonville,0,,1,"Daylight, Finished",1,"Frame, Vinyl Siding",Traditional,Composition,Treed,0,0,,1,Forced Air Gas,"Attic Fan, Central Electric",City/Public,City/Public,64701,0.25550964187327824
306,15507 Kay Avenue,"Belton, MO 64012",2211328,139900,Belton,Dikewood Add,Single Family,Ranch,2,1,0,1990,1091.0,Public Record,0,Public Record,"15,000",Belton,0,,0,Crawl Space,1,"Frame, Vinyl Siding",Traditional,Composition,"City Lot, Level",0,0,,1,Central Gas,Central Electric,City/Public,City/Public,64012,0.3443526170798898
307,707 Mulberry Street,"Belton, MO 64012",2223611,139900,Belton,Georgia Lane,Single Family,Raised Ranch,3,2,0,1958,1064.0,Public Record,1000,Owner,"9,380",Belton,1,,1,"Finished, Full, Garage Entrance",1,"Frame, Wood Siding",Traditional,Composition,Level,0,0,Paved,1,Forced Air Gas,Central Electric,City/Public,City/Public,64012,0.21533516988062443
308,507 N Lake Avenue,"Harrisonville, MO 64701",2209161,139900,Harrisonville,Org Town Of Harrisonville,Single Family,Ranch,2,1,0,1930,792.0,Public Record,0,Agent,100X198,Harrisonville,0,,0,Crawl Space,1,Frame,Traditional,Composition,City Lot,0,0,,0,Other,Other,City/Public,City/Public,64701,0.45454545454545453
309,801 Orchid Street,"Garden City, MO 64747",2193409,139900,Garden City,Garden South,Single Family,Ranch,3,2,0,2002,1476.0,Other,0,Other,"15,100",Sherwood,0,,0,Slab,1,"Frame, Vinyl Siding",Traditional,Composition,"Corner Lot, Level",0,0,Pub Maint,1,Forced Air Gas,Central Electric,City/Public,City/Public,64747,0.3466483011937557
310,505 S 3rd Street,"Cleveland, MO 64734",2225865,140000,Cleveland,Longie Estates,Single Family,Ranch,2,1,0,1988,940.0,Public Record,0,Other,1 ac,Cass-Midway,0,,1,"Crawl Space, Slab",1,"Frame, Vinyl Siding",Traditional,Composition,"Acreage, Adjoin Greenspace, Level",0,1,Paved,0,Central Electric,Central Electric,Rural,City/Public,64734,1.0
311,1905 Brandon Street,"Harrisonville, MO 64701",2207400,140000,Harrisonville,Parkwood South,Single Family,Ranch,3,1,0,1991,1004.0,Public Record,0,Public Record,87X120,Harrisonville,0,,1,Full,1,Frame,Traditional,Composition,"City Lot, Corner Lot",0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64701,0.2396694214876033
312,301 W Joy Street,"Harrisonville, MO 64701",2229179,140000,Harrisonville,Walkers Sub,Single Family,Ranch,3,2,1,1960,1473.0,Public Record,0,Other,86X125,Harrisonville,1,"Great Room, Insert, Masonry, Wood Burning",0,,1,Vinyl Siding,Traditional,Composition,,0,1,Pub Maint,1,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,64701,0.2467860422405877
313,505 S Truman Road,"Archie, MO 64725",2226243,140000,Archie,Country Aire Estates,Single Family,Ranch,3,2,0,1983,1092.0,Public Record,0,Agent,80X138,Archie,0,,1,"Concrete, Inside Entrance",1,Board/Batten,Traditional,Composition,,0,1,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64725,0.2534435261707989
314,809 S Ash Street,"Garden City, MO 64747",2221709,140000,Garden City,Smiths Add,Single Family,Ranch,2,1,0,1990,1052.0,Public Record,0,Agent,18750,Sherwood,0,,1,"Block, Partial",1,Asbestos,Traditional,Composition,Level,0,1,Pub Maint,1,"Central Gas, Other",Central Electric,City/Public,City/Public,64747,0.43044077134986225
315,208 Baldwin Street,"Belton, MO 64012",2171768,140000,Belton,Robie Brothers,Single Family,Ranch,3,1,2,1965,1176.0,Public Record,0,Public Record,"10,000",Belton,0,,1,Full,1,Board/Batten,Traditional,Composition,City Lot,0,1,,1,Central Gas,Central Electric,City/Public,City/Public,64012,0.2295684113865932
316,404 W 3rd Street,"Peculiar, MO 64078",2203594,140000,Peculiar,Peeks Subdivision,Single Family,Ranch,2,1,0,1955,1040.0,Public Record,0,Public Record,17250,Raymore-Peculiar,0,,1,"Concrete, Full",0,Frame,Traditional,Composition,"City Lot, Level",0,0,,1,Natural Gas,Central Electric,City/Public,City/Public,64078,0.39600550964187325
317,17104 Cerrito Drive,"Belton, MO 64012",2200939,140000,Belton,West Belton,Single Family,Split Entry,2,2,0,1982,888.0,Public Record,506,Public Record,"14,700",Belton,0,,1,"Daylight, Finished",1,Vinyl Siding,Traditional,Composition,City Lot,0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64012,0.33746556473829203
318,206 N Park Drive,"Belton, MO 64012",2196557,140000,Belton,Hargis Gardens,Single Family,Ranch,3,1,0,1956,1032.0,RPR,0,RPR,80X145,Belton,1,"Living Room, Wood Burning",1,"Concrete, Full",1,"Brick Trim, Wood Siding","Cape Cod, Traditional",Composition,"City Lot, Level, Treed",0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64012,0.2662993572084481
319,809 S Ash Street,"Garden City, MO 64747",2221709,140000,Garden City,Smiths Add,Single Family,Ranch,2,1,0,1990,1052.0,Public Record,0,Agent,18750,Sherwood,0,,1,"Block, Partial",1,Asbestos,Traditional,Composition,Level,0,1,Pub Maint,1,"Central Gas, Other",Central Electric,City/Public,City/Public,64747,0.43044077134986225
320,912 Colbern Drive,"Belton, MO 64012",2200587,140000,Belton,Brentwood Manor,Single Family,Split Entry,3,1,1,1963,1053.0,Public Record,486,Public Record,60X133,Belton,0,,1,"Finished, Walk Out",1,"All Brick, Wood Siding",Traditional,Composition,,0,1,"Pub Maint, Paved",1,Central Electric,Central Electric,City/Public,City/Public,64012,0.18319559228650137
321,810 Pine Street,"Pleasant Hill, MO 64080",2191555,140000,Pleasant Hill,Walkers & Sitlers,Single Family,Bungalow,3,1,0,1990,960.0,Public Record,960,Public Record,"5,740",Pleasant Hill,0,,1,"Full, Inside Entrance, Walk Out",0,"Frame, Vinyl Siding",Traditional,Composition,,0,1,Pub Maint,1,Central Gas,"Attic Fan, Central Electric",City/Public - Verify,City/Public,64080,0.1317722681359045
322,16502 Spring Valley Road,"Belton, MO 64012",2181664,140000,Belton,Bel Ray Estates,Single Family,Split Entry,3,2,0,1977,1174.0,Public Record,576,Public Record,"8,470",Belton,1,Great Room,1,"Daylight, Finished",1,Wood Siding,Traditional,Composition,,0,0,,1,Central Gas,Central Electric,City/Public,City/Public,64012,0.19444444444444445
323,203 N Harrison Street,"Freeman, MO 64746",2180933,140000,Freeman,Freeman,Single Family,1.5 Stories,3,2,1,1910,1887.0,Public Record,0,Public Record,150X120,Cass-Midway,0,,1,Stone/Rock,1,Frame,Traditional,Composition,Adjoin Greenspace,0,0,,1,Heatpump/Gas,Heat Pump,City/Public,City/Public,64746,0.4132231404958678
324,109 E Street,"Creighton, MO 64739",2156070,140000,Creighton,Creighton,Single Family,Ranch,3,3,0,1972,1250.0,Public Record,725,Owner,1 ac,Sherwood,0,,1,"Finished, Full, Inside Entrance",0,Frame,Traditional,Composition,,0,1,,1,Heat Pump,Heat Pump,City/Public,City/Public,64739,1.0
325,503 Buena Vista Drive,"Belton, MO 64012",2192623,140000,Belton,Spanish Villa,Single Family,1.5 Stories,3,2,0,1984,1116.0,Owner,0,Public Record,76X160,Belton,1,Great Room,0,Slab,1,Frame,Traditional,Composition,Treed,0,1,"Pub Maint, Paved",1,Central Electric,Central Electric,City/Public,City/Public,64012,0.27915518824609736
326,1103 Maple Lane,"Pleasant Hill, MO 64080",2176670,140000,Pleasant Hill,Maple Lane Addition,Single Family,Ranch,3,2,0,1958,1008.0,Public Record,0,Agent,.54 ac,Pleasant Hill,0,,1,Concrete,1,Board/Batten,Traditional,Composition,"City Lot, Treed",0,0,,1,Natural Gas,Central Electric,City/Public,City/Public,64080,0.54
327,509 W 5th Court,"Peculiar, MO 64078",2169758,141900,Peculiar,Kenwood Estates,Single Family,Raised Ranch,3,1,0,1981,1018.0,Other,600,Other,.5 ac,Raymore-Peculiar,0,,1,"Concrete, Finished, Inside Entrance",1,Board/Batten,Traditional,Composition,City Lot,0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64078,0.5
328,1402 S Butler Drive,"Harrisonville, MO 64701",2207579,141900,Harrisonville,Other,Single Family,Ranch,3,2,0,1990,858.0,Public Record,858,Public Record,98X206,Harrisonville,0,,1,"Concrete, Garage Entrance",1,Frame,,Composition,,0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64701,0.4634527089072544
329,106 E Joy Street,"Harrisonville, MO 64701",2203202,142000,Harrisonville,Walkers Sub,Single Family,Ranch,3,1,1,1958,1372.0,Public Record,0,Public Record,140X104,Harrisonville,1,"Basement, Living Room",1,"Full, Garage Entrance",1,"Frame, Stone & Frame",Traditional,Composition,"City Lot, Treed",0,0,,1,Forced Air Gas,"Attic Fan, Central Electric",City/Public,City/Public,64701,0.3342516069788797
330,312 Baldwin Street,"Belton, MO 64012",2221648,142000,Belton,Lacy Estates,Single Family,Ranch,3,1,1,1953,944.0,Public Record,0,Public Record,123X118,Belton,1,"Living Room, Wood Burning",0,Crawl Space,1,Frame,Traditional,Composition,"City Lot, Treed",0,1,Pub Maint,1,Forced Air Gas,Central Electric,City/Public,City/Public,64012,0.33319559228650136
331,704 N State Route 7 Highway,"Pleasant Hill, MO 64080",2199221,142000,Pleasant Hill,Lexington Estates,Single Family,Ranch,3,2,0,1965,1212.0,Public Record,0,Public Record,"30,240",Pleasant Hill,1,Great Room,1,"Partial, Walk Up",1,Brick Trim,Traditional,Composition,City Limits,0,0,,1,Central Gas,Central Electric,City/Public,City/Public,64080,0.6942148760330579
332,1703 Ann Avenue,"Harrisonville, MO 64701",2197334,142970,Harrisonville,Parkwood East,Single Family,Split Entry,3,1,0,1985,1082.0,Public Record,0,Public Record,80X128,Harrisonville,0,,1,"Concrete, Inside Entrance",1,"Frame, Vinyl Siding",Traditional,Composition,City Lot,0,0,,1,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,64701,0.23507805325987144
333,25705 S Lakeview Drive,"Freeman, MO 64746",2168427,143000,Freeman,Lake Annette,Single Family,2 Stories,3,2,0,1962,1322.0,Public Record,0,Public Record,90X100,Cass-Midway,0,,0,,0,Vinyl Siding,Traditional,Composition,,0,0,,1,Heat Pump,Central Electric,City/Public,"Septic, Unknown",64746,0.2066115702479339
334,312 Clearview Drive,"Pleasant Hill, MO 64080",2228677,144000,Pleasant Hill,Palmers Addition,Single Family,Ranch,3,2,0,1990,1050.0,Other,0,Other,75X166,Pleasant Hill,0,,1,Concrete,1,"Frame, Shingle/Shake",,Composition,City Limits,0,0,,1,Central Gas,Central Electric,City/Public - Verify,City/Public,64080,0.2858126721763085
336,17406 Chestnut Drive,"Belton, MO 64012",2203444,144000,Belton,West Belton,Single Family,Ranch,3,2,0,1960,1200.0,Public Record,0,Public Record,16362,Belton,0,,0,,1,Frame,A-Frame,Composition,Level,0,0,Pub Maint,1,Forced Air Gas,Central Electric,City/Public,City/Public,64012,0.3756198347107438
